Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SEE1056A,2015.03,6001.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2015.06,5908.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2015.09,5859.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2015.12,5932.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2016.03,5852.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2016.06,5817.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2016.09,5778.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2016.12,5909.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2017.03,5859.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2017.06,5809.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2017.09,5707.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2017.12,5899.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2018.03,5893.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2018.06,5838.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2018.09,5682.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2018.12,5882.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2019.03,5848.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2019.06,5838.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2019.09,5861.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2019.12,5999.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2020.03,5915.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2020.06,5783.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2020.09,5751.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2020.12,5916.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2021.03,5854.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2021.06,5766.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2021.09,5797.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2021.12,5989.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2022.03,5877.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2022.06,5930.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1056A,2022.09,5897.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Grey District,Actual,nan,nan
BDCQ.SEE1057A,2011.06,3706.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2011.09,3645.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2011.12,3792.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2012.03,3835.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2012.06,3819.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2012.09,3740.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2012.12,3936.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2013.03,3966.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2013.06,3871.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2013.09,3794.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2013.12,3961.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2014.03,3966.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2014.06,3867.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2014.09,3829.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2014.12,4085.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2015.03,4104.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2015.06,3876.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2015.09,3867.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2015.12,4044.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2016.03,4138.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2016.06,4034.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2016.09,3951.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2016.12,4127.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2017.03,4140.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2017.06,4056.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2017.09,3957.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2017.12,4208.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2018.03,4230.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2018.06,4183.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2018.09,4108.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2018.12,4389.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2019.03,4434.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2019.06,4274.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2019.09,4153.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2019.12,4455.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2020.03,4489.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2020.06,4344.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2020.09,4148.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2020.12,4206.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2021.03,4215.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2021.06,4169.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2021.09,4136.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2021.12,4298.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2022.03,4271.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2022.06,4229.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1057A,2022.09,4171.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Westland District,Actual,nan,nan
BDCQ.SEE1058A,2011.06,4208.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2011.09,4247.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2011.12,4431.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2012.03,4389.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2012.06,4414.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2012.09,4348.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2012.12,4550.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2013.03,4480.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2013.06,4505.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2013.09,4565.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2013.12,4750.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2014.03,4706.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2014.06,4739.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2014.09,4792.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2014.12,5014.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2015.03,4970.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2015.06,4984.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2015.09,4961.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2015.12,5133.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2016.03,5082.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2016.06,5150.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2016.09,5119.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2016.12,5305.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2017.03,5309.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2017.06,5323.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2017.09,5284.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2017.12,5448.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2018.03,5406.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2018.06,5386.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2018.09,5262.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2018.12,5420.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2019.03,5392.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2019.06,5327.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2019.09,5272.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2019.12,5501.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2020.03,5489.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2020.06,5384.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2020.09,5331.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2020.12,5485.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2021.03,5394.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2021.06,5302.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2021.09,5350.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2021.12,5541.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2022.03,5432.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2022.06,5431.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1058A,2022.09,5466.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Hurunui District,Actual,nan,nan
BDCQ.SEE1059A,2011.06,15875.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2011.09,16179.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2011.12,16710.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2012.03,16568.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2012.06,16901.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2012.09,16979.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2012.12,17403.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2013.03,17262.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2013.06,17748.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2013.09,18077.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2013.12,18706.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2014.03,18813.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2014.06,19375.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2014.09,19705.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2014.12,20235.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2015.03,20215.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2015.06,20613.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2015.09,20695.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2015.12,21232.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2016.03,21029.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2016.06,21473.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2016.09,21514.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2016.12,21989.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2017.03,21863.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2017.06,22447.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2017.09,22686.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2017.12,23309.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2018.03,22765.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2018.06,23646.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2018.09,23566.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2018.12,24242.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2019.03,24306.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2019.06,24536.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2019.09,24560.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2019.12,25115.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2020.03,24860.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2020.06,24818.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2020.09,24856.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2020.12,25129.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2021.03,24965.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2021.06,25266.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2021.09,25690.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2021.12,26310.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2022.03,25994.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2022.06,26398.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1059A,2022.09,26608.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Waimakariri District,Actual,nan,nan
BDCQ.SEE1060A,2011.06,149743.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Christchurch City,Actual,nan,nan
BDCQ.SEE1060A,2011.09,148829.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Christchurch City,Actual,nan,nan
BDCQ.SEE1060A,2011.12,152628.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Christchurch City,Actual,nan,nan
BDCQ.SEE1060A,2012.03,149862.0,nan,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs,Christchurch City,Actual,nan,nan
